ticker,31DaysAgo_price,30DaysAgo_price,29DaysAgo_price,28DaysAgo_price,27DaysAgo_price,26DaysAgo_price,25DaysAgo_price,24DaysAgo_price,23DaysAgo_price,22DaysAgo_price,21DaysAgo_price,20DaysAgo_price,19DaysAgo_price,18DaysAgo_price,17DaysAgo_price,16DaysAgo_price,15DaysAgo_price,14DaysAgo_price,13DaysAgo_price,12DaysAgo_price,11DaysAgo_price,10DaysAgo_price,9DaysAgo_price,8DaysAgo_price,7DaysAgo_price,6DaysAgo_price,5DaysAgo_price,4DaysAgo_price,3DaysAgo_price,2DaysAgo_price,1DaysAgo_price,Today_price,Day_move,Week_move,Month_move
HDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96,18.5056,18.311,17.875,17.6583,-0.21669999999999945,0.0,0.0
RFAIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4946,0.510301,0.515,0.4481,0.31705,-0.13105,0.0,0.0
JDZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.81,1.83,1.76,2.0001,0.2401000000000002,0.0,0.0
LION,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.205,6.155,6.195,5.99,6.525,0.5350000000000001,0.0,0.0
BTOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8888,0.861816,0.8701,0.7753,0.6701,-0.10519999999999996,0.0,0.0
BKHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12,11.1,11.15,0.0,11.75,0.0,0.0,0.0
ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55,30.215,30.31,28.32,30.055,1.7349999999999994,0.0,0.0
OKLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.819,133.58,131.54,148.61,135.4611,-13.148900000000026,0.0,0.0
SVCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,5.9699,6.03,5.83,6.09,0.2599999999999998,0.0,0.0
GPATU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,6.48,6.42,5.78,6.95,1.17,0.0,0.0
NNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9875,49.8926,47.74,44.5,45.07,0.5700000000000003,0.0,0.0
CCIXU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.6443,0.0,-11.6443,0.0,0.0
SOWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84575,0.8181,0.8,0.755,0.7496,-0.00539999999999996,0.0,0.0
SHMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6299,2.747,2.52,2.43,4.11,1.6800000000000002,0.0,0.0
VIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.81,59.71,59.87,57.67,60.91,3.239999999999995,0.0,0.0
IBAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.44,10.45,0.009999999999999787,0.0,0.0
IBACR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0848,0.0719,0.0719,0.0,0.0,0.0,0.0,0.0
ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.135,2.0875,2.115,1.96,1.13,-0.8300000000000001,0.0,0.0
MRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.14,31.64,31.67,30.0,30.51,0.5100000000000016,0.0,0.0
RBRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,83.24,83.865,80.75,77.6799,-3.0700999999999965,0.0,0.0
LOAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.56,78.57,79.495,79.12,80.6,1.4799999999999898,0.0,0.0
NCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.905,1.8432,1.8432,1.77,1.73,-0.040000000000000036,0.0,0.0
MFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.295,34.68,37.265,33.9,28.3999,-5.5001,0.0,0.0
YYGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3708,0.3816,0.3767,0.3299,0.2912,-0.03870000000000001,0.0,0.0
TRSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.38,1.38,1.37,1.47,0.09999999999999987,0.0,0.0
CDTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6922,0.69,0.72,0.636,0.63,-0.006000000000000005,0.0,0.0
IBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.299,30.09,30.326,30.6,34.42,3.8200000000000003,0.0,0.0
CTRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.22,20.29,20.395,20.17,21.26,1.0899999999999999,0.0,0.0
MTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,4.51,4.4,4.31,5.04,0.7300000000000004,0.0,0.0
TWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.915,7.09,6.83,6.26,5.7301,-0.5298999999999996,0.0,0.0
ULS,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.39,74.94,75.48,70.0,80.19,10.189999999999998,0.0,0.0
DYCQR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYCQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.4,11.4,0.0,0.0,0.0,0.0,0.0
PACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31,12.87,12.6753,12.54,12.74,0.20000000000000107,0.0,0.0
MNDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.85,4.01,3.96,3.53,3.0598,-0.47019999999999973,0.0,0.0
CTNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,12.145,12.09,11.88,10.88,-1.0,0.0,0.0
NIVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7873,1.87,1.9302,1.75,1.23,-0.52,0.0,0.0
ZBAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,0.94455,0.9327,0.9726,0.9955,0.02290000000000003,0.0,0.0
MAMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7957,2.865,2.86,2.91,3.03,0.11999999999999966,0.0,0.0
BOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.2748,1.29,1.2406,1.43,0.1894,0.0,0.0
UBXG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.8,1.85,1.7,2.1,0.40000000000000013,0.0,0.0
LEGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74,0.0,10.75,10.8299,0.0,-10.8299,0.0,0.0
LPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,4.5682,4.5086,4.1681,3.5613,-0.6067999999999998,0.0,0.0
MMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.425,1.62,1.5099,1.545,0.03509999999999991,0.0,0.0
SER,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,5.5,5.6,5.3563,5.27,-0.08630000000000049,0.0,0.0
GCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.505,1.515,1.4199,1.49,0.07010000000000005,0.0,0.0
BCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6494,1.67,1.64,1.7,1.76,0.06000000000000005,0.0,0.0
DEFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1,0.0,0.0,0.0,124.36,0.0,0.0,0.0
GEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.365,623.8,620.5529,603.21,595.7327,-7.477300000000014,0.0,0.0
QTTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.93,2.89,3.32,2.9683,-0.3516999999999997,0.0,0.0
DJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.005,17.0381,17.205,15.72,15.92,0.1999999999999993,0.0,0.0
DJTWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785,7.9245,7.9499,7.2495,6.85,-0.39950000000000063,0.0,0.0
AUNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6.555,6.47,6.55,6.1799,-0.3700999999999999,0.0,0.0
COOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7109,0.83,0.83,0.7133,1.755,1.0416999999999998,0.0,0.0
LENZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.83,49.055,48.42,38.63,31.29,-7.340000000000003,0.0,0.0
LOBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7921,0.7869,0.79,0.7798,1.08,0.3002,0.0,0.0
MRNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.575,2.54,2.5205,2.37,2.74,0.3700000000000001,0.0,0.0
RDDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.3905,202.46,201.335,198.0,212.34,14.340000000000003,0.0,0.0
IBAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.31,29.33,29.2255,28.4301,31.1076,2.677500000000002,0.0,0.0
BKHAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4794,0.490101,0.4948,0.4534,0.544779,0.09137899999999999,0.0,0.0
ALAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.065,216.93,217.22,205.99,166.76,-39.23000000000002,0.0,0.0
AIRJW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1.19,1.25,1.2,1.24,0.040000000000000036,0.0,0.0
BNAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7176,0.5777,0.5933,0.5521,0.4492,-0.10290000000000005,0.0,0.0
GTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.895,3.9691,3.87,3.76,4.8826,1.1226000000000003,0.0,0.0
BNAIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.069999,0.0651,0.0974,0.0601,-0.0373,0.0,0.0
AIRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.36,5.335,4.87,5.27,0.39999999999999947,0.0,0.0
ZEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3489,1.33,1.3301,1.32,1.97,0.6499999999999999,0.0,0.0
ZEOWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.064851,0.064851,0.0687,0.0512,-0.017499999999999995,0.0,0.0
XTIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5617,1.565,1.555,1.4302,1.455,0.024800000000000155,0.0,0.0
SERV,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92,13.9399,13.39,14.9,14.3783,-0.5217000000000009,0.0,0.0
RYDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7475,0.5135,0.487,0.5,0.5785,0.07850000000000001,0.0,0.0
LGCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1532,0.157,0.1573,0.0944,2.83,2.7356000000000003,0.0,0.0
FUFU,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.87,3.845,3.61,3.52,-0.08999999999999986,0.0,0.0
CRML,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.07,11.5218,11.5884,16.5995,15.69,-0.9094999999999995,0.0,0.0
SMXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.065,1.04,1.0258,1.0,1.015,0.014999999999999902,0.0,0.0
LOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,2.1552,2.12,2.01,1.925,-0.08499999999999974,0.0,0.0
DYCQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TVGNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0483,0.0472,0.047,0.049,0.052499,0.003498999999999995,0.0,0.0
CERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,5.4,5.42,3.31,1.895,-1.415,0.0,0.0
TVGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7376,0.7239,0.7139,0.6981,0.65855,-0.039550000000000085,0.0,0.0
CEROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,0.0162,0.0155,0.0145,0.01499,0.0004899999999999991,0.0,0.0
UMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.306,15.98,15.745,13.08,13.745,0.6649999999999991,0.0,0.0
ATCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39375,0.367299,0.36515,0.4055,0.3694,-0.03610000000000002,0.0,0.0
TBBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,23.92,24.23,24.77,28.82,4.050000000000001,0.0,0.0
MGX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.959,3.185,3.18,2.8788,2.8826,0.0038000000000000256,0.0,0.0
TELO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6901,1.665,1.585,1.59,1.533,-0.05700000000000016,0.0,0.0
DHAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2024,0.2042,0.2168,0.1799,2.765,2.5851,0.0,0.0
KYTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.375,7.4524,7.29,6.3,7.29,0.9900000000000002,0.0,0.0
AHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.13,40.54,40.15,40.56,44.5,3.9399999999999977,0.0,0.0
STI,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,4.9501,5.0556,5.53,14.6707,9.140699999999999,0.0,0.0
PMNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5368,0.5599,0.5559,0.5022,0.5166,0.014399999999999968,0.0,0.0
ANRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7703,6.09,6.15,5.5038,11.29,5.786199999999999,0.0,0.0
GUTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.45,1.415,1.32,1.375,0.05499999999999994,0.0,0.0
TRUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.39,2.46,2.23,2.21,-0.020000000000000018,0.0,0.0
AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,34.375,34.49,30.76,31.975,1.2149999999999999,0.0,0.0
FBLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.509,0.498725,0.50185,0.464,0.4269,-0.03710000000000002,0.0,0.0
AMIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.135,1.23,1.2205,1.05,1.1,0.050000000000000044,0.0,0.0
HAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,1.3,1.28,1.24,1.15,-0.09000000000000008,0.0,0.0
AVBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26,20.06,20.615,20.86,18.7532,-2.1068,0.0,0.0
PBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3495,3.72,4.1,3.52,3.37,-0.1499999999999999,0.0,0.0
BTSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.32,28.24,28.37,28.8,33.34,4.540000000000003,0.0,0.0
CGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75,41.16,41.44,43.25,42.92,-0.3299999999999983,0.0,0.0
YIBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.47,1.4491,1.32,1.245,-0.07499999999999996,0.0,0.0
JL,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,4.92,4.72,5.18,6.62,1.4400000000000004,0.0,0.0
CORZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65,10.86,10.95,12.4,12.39,-0.009999999999999787,0.0,0.0
CORZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.055,17.31,17.385,18.19,18.91,0.7199999999999989,0.0,0.0
CORZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,17.13,17.26,18.2,19.3,1.1000000000000014,0.0,0.0
SUGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,6.3732,6.647692,8.0,8.19,0.1899999999999995,0.0,0.0
CCTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.56,2.2445,1.09,1.11,0.020000000000000018,0.0,0.0
HOVRW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.45,0.485,0.4796,0.5605,0.08089999999999997,0.0,0.0
HOVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8432,3.0992,3.255,2.9683,2.81,-0.1583000000000001,0.0,0.0
SYNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6502,1.6701,1.68,1.6,1.62,0.020000000000000018,0.0,0.0
SDHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.69,16.425,16.39,15.5,17.82,2.3200000000000003,0.0,0.0
EZBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.08,71.2225,71.4,65.9,64.02,-1.8800000000000097,0.0,0.0
ARKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.22,40.89,40.9713,37.61,36.7,-0.9099999999999966,0.0,0.0
BITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.825,66.94,67.07,61.76,60.06,-1.6999999999999957,0.0,0.0
BRRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,34.76,34.84,32.0,31.21,-0.7899999999999991,0.0,0.0
IBIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68,69.94,70.045,64.14,62.72,-1.4200000000000017,0.0,0.0
FBTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49,107.41,107.5712,98.6,96.35,-2.25,0.0,0.0
BTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.68,122.755,122.99,113.19,110.2,-2.989999999999995,0.0,0.0
BTCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.25,130.44,130.81,120.25,117.12,-3.1299999999999955,0.0,0.0
HODL,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.215,34.83,34.885,32.0,31.25,-0.75,0.0,0.0
ROMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.75,2.75,2.6,2.81,0.20999999999999996,0.0,0.0
HWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.708,2.7335,2.52,2.23,-0.29000000000000004,0.0,0.0
ANSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.94,10.94,10.995,11.08,0.08500000000000085,0.0,0.0
ANSCW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2292,0.2649,0.2649,0.24,0.0,-0.24,0.0,0.0
BAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.855,17.7,17.53,16.87,18.09,1.2199999999999989,0.0,0.0
FLYX,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,4.01,4.0,3.9,3.905,0.004999999999999893,0.0,0.0
FLYX.WS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,0.0,0.275,0.3163,0.0,-0.3163,0.0,0.0
BAYAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0,0.0,0.141,0.0,-0.141,0.0,0.0
MOBXW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1874,0.159,0.159,0.165,0.0,-0.165,0.0,0.0
AISP,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575,6.2,6.01,5.0124,5.125,0.11259999999999959,0.0,0.0
MSAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63855,0.646249,0.6053,0.5299,0.9,0.3701,0.0,0.0
LGCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9094,1.9,1.9,1.67,1.85,0.18000000000000016,0.0,0.0
NGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.87,26.985,26.0,29.61,29.4,-0.21000000000000085,0.0,0.0
BNZIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037358,0.0315,0.0351,0.033401,0.0282,-0.005201000000000001,0.0,0.0
FGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,26.3601,26.3601,26.19,26.41,0.21999999999999886,0.0,0.0
AFJKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.095,2.16,2.3818,2.22,-0.16179999999999994,0.0,0.0
GSIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.1556,0.1587,0.142,0.1542,0.012200000000000016,0.0,0.0
FEBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.74,0.7786,0.7138,0.8,0.08620000000000005,0.0,0.0
XBPEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302,0.0,0.0288,0.0,0.0,0.0,0.0,0.0
XBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7261,0.7303,0.7202,0.6372,0.5475,-0.0897,0.0,0.0
ABLLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15,25.07,25.1,25.15,25.3499,0.19990000000000308,0.0,0.0
MDCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.345,2.435,2.4802,2.4004,2.71,0.3096000000000001,0.0,0.0
ELAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.45,6.35,5.25,6.0,0.75,0.0,0.0
RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,6.755,6.685,5.6798,6.0244,0.3445999999999998,0.0,0.0
DDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93,8.93,8.99,8.5,7.115,-1.3849999999999998,0.0,0.0
CAPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9131,0.9349,0.9486,0.9201,0.7798,-0.14029999999999998,0.0,0.0
SGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.79,1.77,1.6099,1.5,-0.10990000000000011,0.0,0.0
SHIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.68,2.7303,2.64,2.25,-0.3900000000000001,0.0,0.0
HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.74,24.765,24.655,23.89,24.58,0.6899999999999977,0.0,0.0
ANSCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVH,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,5.02,4.9836,4.85,5.86,1.0100000000000007,0.0,0.0
ONMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,2.4,2.2267,3.1,2.305,-0.7949999999999999,0.0,0.0
AERTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0414,0.0318,0.0,0.0311,0.0,0.0,0.0
ONMDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.1101,0.11,0.2098,0.1938,-0.015999999999999986,0.0,0.0
AERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7199,0.7161,0.6346,0.5996,-0.03500000000000003,0.0,0.0
KRRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.77,44.42,44.41,42.12,38.89,-3.229999999999997,0.0,0.0
RMCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,3.27,3.085,3.1,3.04,-0.06000000000000005,0.0,0.0
LXEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0511,8.41,8.19,8.11,9.23,1.120000000000001,0.0,0.0
ENGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,7.2435,7.25,8.36,8.59,0.23000000000000043,0.0,0.0
PAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,5.87,5.77,5.6,4.7481,-0.8518999999999997,0.0,0.0
ENGNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0,0.0,0.0,2.4,0.0,0.0,0.0
MNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.13,13.0,13.185,12.15,12.22,0.07000000000000028,0.0,0.0
AIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6174,0.5709,0.6312,0.499,0.80365,0.30465,0.0,0.0
ABVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.06,88.46,87.545,93.36,91.8,-1.5600000000000023,0.0,0.0
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124,0.925,0.94065,0.804,0.69,-0.1140000000000001,0.0,0.0
ULY,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.3797,3.465,3.19,3.02,-0.16999999999999993,0.0,0.0
WBUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3.43,3.45,3.0696,2.55,-0.5196000000000001,0.0,0.0
MNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,1.42,1.367,1.2,1.32,0.1200000000000001,0.0,0.0
BIRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,44.295,44.4932,41.9,42.43,0.5300000000000011,0.0,0.0
GMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.99,1.94,1.89,1.88,-0.010000000000000009,0.0,0.0
PMEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725,1.68,1.6712,1.5812,1.8999,0.3187,0.0,0.0
LRHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,6.909,6.97,7.2,5.48,-1.7199999999999998,0.0,0.0
FBYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83,13.0,12.66,12.74,10.26,-2.4800000000000004,0.0,0.0
MSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9503,0.8683,0.8938,0.7851,0.7227,-0.06240000000000001,0.0,0.0
ESLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2597,1.3696,1.2801,1.29,2.43,1.1400000000000001,0.0,0.0
ESLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0551,0.079801,0.0,-0.079801,0.0,0.0
NVNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4514,3.54,3.42,3.0204,3.9,0.8795999999999999,0.0,0.0
VSME,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2.24,2.13,1.27,1.4301,0.1600999999999999,0.0,0.0
CDTTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,0.0167,0.0185,0.016,0.0125,-0.0034999999999999996,0.0,0.0
CDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.797,0.7399,0.735386,0.4323,3.2,2.7677,0.0,0.0
GFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,4.71,4.75,4.56,4.99,0.4300000000000006,0.0,0.0
RDZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,1.2793,1.3,1.18,1.3879,0.20789999999999997,0.0,0.0
SGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4101,1.25,1.22,1.36,1.0202,-0.3398000000000001,0.0,0.0
CCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.1102,1.11,0.9798,1.02,0.040200000000000014,0.0,0.0
SPPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.77,5.95,5.86,5.5,5.51,0.009999999999999787,0.0,0.0
CLDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.6398,1.5999,1.5599,1.56,9.999999999998899e-05,0.0,0.0
DNTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,35.44,35.07,33.79,32.761,-1.0289999999999964,0.0,0.0
MDAIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7834,0.85,0.88,0.72,0.85,0.13,0.0,0.0
