ticker,31DaysAgo_price,30DaysAgo_price,29DaysAgo_price,28DaysAgo_price,27DaysAgo_price,26DaysAgo_price,25DaysAgo_price,24DaysAgo_price,23DaysAgo_price,22DaysAgo_price,21DaysAgo_price,20DaysAgo_price,19DaysAgo_price,18DaysAgo_price,17DaysAgo_price,16DaysAgo_price,15DaysAgo_price,14DaysAgo_price,13DaysAgo_price,12DaysAgo_price,11DaysAgo_price,10DaysAgo_price,9DaysAgo_price,8DaysAgo_price,7DaysAgo_price,6DaysAgo_price,5DaysAgo_price,4DaysAgo_price,3DaysAgo_price,2DaysAgo_price,1DaysAgo_price,Today_price,Day_move,Week_move,Month_move
MDAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3785,2.5607,2.4809,2.29,2.22,-0.06999999999999984,0.0,0.0
SWIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3.28,3.22,0.0,-3.22,0.0,0.0
BCTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55,12.58,12.62,12.05,13.04,0.9899999999999984,0.0,0.0
IVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.994999,0.99,0.9319,0.8824,-0.04949999999999999,0.0,0.0
BEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46,3.41,3.465,3.2,3.7,0.5,0.0,0.0
BETR,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.2999,60.1844,60.78,53.4313,81.5,28.0687,0.0,0.0
BETRW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554,0.57,0.5631,0.45,0.61,0.15999999999999998,0.0,0.0
ABLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9641,0.97,0.9701,0.921,0.925,0.0040000000000000036,0.0,0.0
VFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.355,3.355,3.17,3.2323,0.06230000000000002,0.0,0.0
DBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.34,57.225,57.58,54.9,58.81,3.9100000000000037,0.0,0.0
TLSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,4.64,4.755,4.32,5.13,0.8099999999999996,0.0,0.0
JTAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,2.93,2.93,2.66,2.755,0.09499999999999975,0.0,0.0
TLSIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.59,1.45,0.0,0.0,0.0,0.0,0.0
FTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,5.59,5.9217,4.6671,4.4,-0.2670999999999992,0.0,0.0
ESGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,3.88,3.91,3.98,3.96,-0.020000000000000018,0.0,0.0
MIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.32,1.32,1.28,1.505,0.22499999999999987,0.0,0.0
ALUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0008,2.09,2.105,2.0,2.0099,0.00990000000000002,0.0,0.0
GITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.0842,2.095,2.01,2.04,0.03000000000000025,0.0,0.0
CTNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8332,1.87,1.849,1.71,1.78,0.07000000000000006,0.0,0.0
SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,92.39,92.49,87.97,97.16,9.189999999999998,0.0,0.0
SRFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,5.35,5.42,5.0002,4.385,-0.6152000000000006,0.0,0.0
PRZO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,1.745,1.73,1.62,1.63,0.009999999999999787,0.0,0.0
DFDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,16.65,17.0004,15.49,13.91,-1.58,0.0,0.0
AEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.9461,0.92885,1.0916,0.92,-0.17159999999999986,0.0,0.0
PSQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,2.1545,2.1188,1.98,2.22,0.2400000000000002,0.0,0.0
ODD,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,58.73,58.75,49.41,46.34,-3.069999999999993,0.0,0.0
APGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73,45.895,46.98,50.5,53.72,3.219999999999999,0.0,0.0
SGMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.48,7.77,7.48,7.52,9.15,1.6300000000000008,0.0,0.0
SXTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4601,1.55,1.5133,1.6081,1.4706,-0.13750000000000018,0.0,0.0
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.425,2.4,2.4004,2.28,2.38,0.10000000000000009,0.0,0.0
ABL,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,5.915,5.99,5.63,5.905,0.27500000000000036,0.0,0.0
INTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2815,0.2778,0.284,0.2857,0.2421,-0.0436,0.0,0.0
FIHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61,18.8,18.78,18.32,18.22,-0.10000000000000142,0.0,0.0
BOF,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,2.16,2.151,2.04,2.935,0.895,0.0,0.0
AZTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7219,0.7312,0.7116,0.6704,0.57,-0.10040000000000004,0.0,0.0
CISS,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,2.695,2.61,2.2001,2.1063,-0.09379999999999988,0.0,0.0
BENF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.7207,0.66055,0.489,0.8202,0.33120000000000005,0.0,0.0
BENFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0128,0.0147,0.0131,0.0106,0.0133,0.0026999999999999993,0.0,0.0
TLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.04,436.48,440.35,405.77,403.47,-2.2999999999999545,0.0,0.0
LAES,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.375,4.22,5.26,6.6771,1.4171000000000005,0.0,0.0
SDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.338,2.3283,2.16,1.97,-0.19000000000000017,0.0,0.0
CWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4.22,4.232,3.49,3.245,-0.2450000000000001,0.0,0.0
KVUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2399,16.0901,16.075,16.5101,15.125,-1.3851000000000013,0.0,0.0
TRNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5437,3.705,3.2,2.93,-0.27,0.0,0.0
GRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9609,1.95,1.91,1.95,2.07,0.11999999999999988,0.0,0.0
UCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0499,2.065,2.03,1.97,1.9388,-0.031199999999999894,0.0,0.0
TPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1.1,1.11,1.03,1.0753,0.045299999999999896,0.0,0.0
VCIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,6.09,5.51,3.61,2.59,-1.02,0.0,0.0
GDHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465,7.506,7.4401,7.28,4.99,-2.29,0.0,0.0
ARBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,7.7372,7.4134,6.85,5.6599,-1.1900999999999993,0.0,0.0
ISPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.295,2.3,2.21,2.39,0.18000000000000016,0.0,0.0
MWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.277,0.2829,0.27755,0.2955,0.017949999999999966,0.0,0.0
HKIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8502,1.87,1.88,1.81,2.23,0.41999999999999993,0.0,0.0
CHSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.68,2.69,2.2,2.12,-0.08000000000000007,0.0,0.0
HARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.96,31.3415,31.4,30.72,30.02,-0.6999999999999993,0.0,0.0
OMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.28,1.28,1.26,1.17,-0.09000000000000008,0.0,0.0
MGRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.47,2.32,2.38,2.33,-0.04999999999999982,0.0,0.0
IZM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.39,2.3846,2.38,1.96,-0.41999999999999993,0.0,0.0
SMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3806,1.3115,1.315,1.2901,6.8,5.5099,0.0,0.0
MFH,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,29.9283,29.095,22.76,11.44,-11.320000000000002,0.0,0.0
BMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,2.97,2.96,2.86,2.855,-0.004999999999999893,0.0,0.0
GXAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.805,1.82,1.89,1.77,-0.11999999999999988,0.0,0.0
LUNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8565,12.45,12.155,11.82,13.055,1.2349999999999994,0.0,0.0
BFRGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4958,0.56,0.4758,0.4966,0.45,-0.046599999999999975,0.0,0.0
BFRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.63,1.53,1.28,1.42,0.1399999999999999,0.0,0.0
AENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.56,6.81,6.8697,6.31,5.375,-0.9349999999999996,0.0,0.0
GPCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86,29.95,29.275,29.5,26.4,-3.1000000000000014,0.0,0.0
BURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4975,0.633,0.6843,0.4807,0.381,-0.09970000000000001,0.0,0.0
OBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.8201,2.91,3.0101,3.825,0.8149000000000002,0.0,0.0
BAER,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,1.705,1.715,1.6,1.72,0.11999999999999988,0.0,0.0
SKWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.41,48.69,48.9363,48.93,46.0184,-2.9116,0.0,0.0
HUBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,1.7191,1.6799,1.52,1.61,0.09000000000000008,0.0,0.0
AIIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,1.5,1.56,1.41,1.0257,-0.38429999999999986,0.0,0.0
SCLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,17.486,17.25,14.8,16.68,1.879999999999999,0.0,0.0
SNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.225,1.19,1.15,1.02,1.0501,0.030100000000000016,0.0,0.0
ASPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,8.94,8.81,10.42,10.06,-0.35999999999999943,0.0,0.0
COEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54,16.9953,16.5,15.0,15.104,0.1039999999999992,0.0,0.0
ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6352,0.648,0.6465,0.5635,0.6299,0.06640000000000001,0.0,0.0
CDIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2762,4.5669,4.52,4.17,4.01,-0.16000000000000014,0.0,0.0
DFLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.31,1.24,1.03,1.35,0.32000000000000006,0.0,0.0
LASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.35,4.28,3.86,4.0,0.14000000000000012,0.0,0.0
SHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,4.93,4.89,3.5,3.26,-0.2400000000000002,0.0,0.0
NXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9104,1.58,1.66,1.27,1.4601,0.19009999999999994,0.0,0.0
WLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,4.0477,4.03,3.6799,2.9,-0.7799,0.0,0.0
ZOOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,2.1303,2.22,2.0105,2.0068,-0.0036999999999998145,0.0,0.0
BIAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,3.18,3.2215,2.73,2.6798,-0.0501999999999998,0.0,0.0
SHPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.57,4.415,3.55,3.1,-0.44999999999999973,0.0,0.0
JFBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.72,4.71,4.14,3.23,-0.9099999999999997,0.0,0.0
JZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6406,1.61,1.6,1.56,1.82,0.26,0.0,0.0
ONFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.265,1.2555,1.0701,1.0601,-0.010000000000000009,0.0,0.0
MOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,8.965,9.2054,8.2181,8.65,0.4319000000000006,0.0,0.0
LUCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.0012,1.99,1.7284,1.805,0.0766,0.0,0.0
REBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.413,2.41,2.39,2.31,2.28,-0.03000000000000025,0.0,0.0
TGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.1002,1.102917,0.9995,0.7633,-0.23620000000000008,0.0,0.0
NCRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,1.639,1.71,1.65,1.65,0.0,0.0,0.0
BIAFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2399,0.5585,0.501,0.55,0.0,-0.55,0.0,0.0
AIMDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.0,0.0,0.21,0.149899,-0.06010099999999999,0.0,0.0
MEGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.65,1.655,1.49,1.4001,-0.08990000000000009,0.0,0.0
ALMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75,17.65,17.45,16.74,16.195,-0.5449999999999982,0.0,0.0
NCPLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.4,2.4,2.61,2.4287,-0.1812999999999998,0.0,0.0
HSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,3.69,3.7196,3.55,3.29,-0.2599999999999998,0.0,0.0
HSCSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.0,0.0,0.075,0.07,-0.0049999999999999906,0.0,0.0
SVRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.48,1.475,1.33,1.31,-0.020000000000000018,0.0,0.0
BNRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.67,1.64,1.65,1.72,0.07000000000000006,0.0,0.0
ASNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6601,0.6639,0.6765,0.5163,0.5674,0.051100000000000034,0.0,0.0
EDBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,2.0,2.059,1.97,1.6766,-0.2933999999999999,0.0,0.0
TNON,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.17,1.18,1.13,1.26,0.13000000000000012,0.0,0.0
LUCYW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0899,0.0901,0.0901,0.11,0.085,-0.024999999999999994,0.0,0.0
ACONW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0301,0.0343,0.0343,0.0277,0.0371,0.009400000000000002,0.0,0.0
ACON,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.895,8.6,8.7951,11.29,7.6993,-3.590699999999999,0.0,0.0
JCSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.42,1.45,1.34,1.3394,-0.000600000000000156,0.0,0.0
WEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,23.05,22.88,20.8006,19.81,-0.9906000000000006,0.0,0.0
STSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,6.6292,6.61,5.69,5.1207,-0.5693000000000001,0.0,0.0
GNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9094,0.965,0.9333,0.89,0.8734,-0.01660000000000006,0.0,0.0
EONR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.5449,0.5481,0.4749,0.5005,0.025599999999999956,0.0,0.0
XPON,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.4901,1.49,1.3502,1.39,0.039799999999999836,0.0,0.0
RVSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8326,0.667,0.6586,0.5674,0.527,-0.04039999999999999,0.0,0.0
AKAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,2.4538,2.54,2.18,2.26,0.07999999999999963,0.0,0.0
IXHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4367,0.449,0.4358,0.3859,0.3567,-0.029200000000000004,0.0,0.0
ONCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,3.51,3.375,3.39,3.4,0.009999999999999787,0.0,0.0
MHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3705,0.3732,0.3791,0.3664,0.2522,-0.11420000000000002,0.0,0.0
DRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3027,0.2873,0.29,0.33,0.357,0.02699999999999997,0.0,0.0
HTCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8267,0.8513,0.8743,0.81,0.7889,-0.021100000000000008,0.0,0.0
TZUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.265,5.2423,5.23,4.99,4.5802,-0.4098000000000006,0.0,0.0
SOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.208645,1.1,1.1,1.02,0.9755,-0.044499999999999984,0.0,0.0
THAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0498,3.09,3.06,2.95,3.08,0.1299999999999999,0.0,0.0
REVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,1.632,1.47,1.4,1.277,-0.123,0.0,0.0
ALLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,1.72,1.7101,1.6,1.37,-0.22999999999999998,0.0,0.0
PRSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.2998,1.3594,1.48,1.49,0.010000000000000009,0.0,0.0
SIDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1803,1.34,1.385,1.19,1.195,0.0050000000000001155,0.0,0.0
AMZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.055,2.065,2.06,1.81,1.13,-0.6800000000000002,0.0,0.0
NRSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.16,1.205,1.2199,1.169,-0.050899999999999945,0.0,0.0
CING,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14,4.201,4.165,4.04,3.85,-0.18999999999999995,0.0,0.0
CINGW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0429,0.074,0.05,0.050364,0.0443,-0.006064,0.0,0.0
OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,1.3095,1.315,1.4582,2.11,0.6517999999999999,0.0,0.0
TIVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9011,3.05,3.105,2.86,2.84,-0.020000000000000018,0.0,0.0
BJDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.75,1.8637,2.7503,2.325,-0.4253,0.0,0.0
SOPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,4.05,4.19,2.93,2.73,-0.20000000000000018,0.0,0.0
BINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.61,1.9225,0.533,0.1106,-0.4224,0.0,0.0
MYNZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.53,1.5399,1.57,1.6,0.030000000000000027,0.0,0.0
BFRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0395,1.0299,1.01,0.9205,1.1443,0.2238000000000001,0.0,0.0
QNRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7999,7.83,7.89,15.67,13.285,-2.385,0.0,0.0
RENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,5.0177,4.99,4.6,4.7601,0.1601000000000008,0.0,0.0
PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95,10.65,10.605,10.25,10.65,0.40000000000000036,0.0,0.0
CYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0833,6.085,6.0,5.16,4.9,-0.2599999999999998,0.0,0.0
SEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.41,14.03,13.87,10.99,13.44,2.4499999999999993,0.0,0.0
HCTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7299,3.015,3.189274,2.79,2.6821,-0.10789999999999988,0.0,0.0
PDYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.87,9.5415,9.3313,8.22,8.455,0.23499999999999943,0.0,0.0
MTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,12.22,12.215,12.22,0.0050000000000007,0.0,0.0
ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.91,36.11,36.04,35.39,36.9,1.509999999999998,0.0,0.0
KTTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8116,0.8203,0.8279,0.7628,0.7118,-0.051000000000000045,0.0,0.0
GREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,2.13,2.12,2.02,2.0963,0.07629999999999981,0.0,0.0
JXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38,102.16,101.23,94.9,99.34,4.439999999999998,0.0,0.0
SPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3401,4.5,4.38,3.65,4.1,0.44999999999999973,0.0,0.0
ATLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.01,2.95,2.92,2.86,-0.06000000000000005,0.0,0.0
LIDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.18,2.9988,3.07,2.7563,-0.31369999999999987,0.0,0.0
SPIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.55,14.12,14.06,11.95,11.615,-0.3349999999999991,0.0,0.0
MNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.7294,1.6898,1.33,1.3001,-0.029900000000000038,0.0,0.0
CMND,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9522,0.9601,0.9512,0.9599,0.9986,0.03870000000000007,0.0,0.0
INDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,4.0599,4.405,3.83,3.62,-0.20999999999999996,0.0,0.0
SBET,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,17.82,17.62,14.81,13.915,-0.8950000000000014,0.0,0.0
FFAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,1.51,1.511,1.31,1.475,0.16500000000000004,0.0,0.0
HCWB,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,4.47,4.6401,4.0,3.9,-0.10000000000000009,0.0,0.0
CELU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.13,2.16,2.0201,2.06,0.03990000000000027,0.0,0.0
IINN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1601,1.277,1.22,1.13,1.1,-0.029999999999999805,0.0,0.0
RNAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.22,14.48,14.9419,13.55,13.56,0.009999999999999787,0.0,0.0
AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,3.66,3.7,3.6671,3.355,-0.31210000000000004,0.0,0.0
SMTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,1.8453,2.01,2.15,2.02,-0.1299999999999999,0.0,0.0
ENSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,2.39,2.45,2.21,2.22,0.010000000000000231,0.0,0.0
ACXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,7.1393,7.96,6.66,6.46,-0.20000000000000018,0.0,0.0
TKNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,5.23,5.325,4.65,5.78,1.13,0.0,0.0
BON,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.02,2.02,2.1402,1.91,-0.23020000000000018,0.0,0.0
UPXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.17,6.82,7.06,6.26,4.94,-1.3199999999999994,0.0,0.0
FEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7542,0.6122,0.577349,0.58,0.595,0.015000000000000013,0.0,0.0
ISPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9404,0.9699,0.9941,0.85,0.8035,-0.046499999999999986,0.0,0.0
ALZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,2.575,2.5,2.13,2.4512,0.32120000000000015,0.0,0.0
INDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,4.66,4.595,4.06,5.64,1.58,0.0,0.0
KPLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.645,14.14,14.45,14.465,12.57,-1.8949999999999996,0.0,0.0
ACOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,7.49,7.5,7.02,6.98,-0.03999999999999915,0.0,0.0
CLGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.306,2.3,2.26,2.15,2.255,0.10499999999999998,0.0,0.0
NRXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6845,3.55,3.56,3.14,3.1616,0.02159999999999984,0.0,0.0
DBGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2399,7.7465,7.278,6.9,8.56,1.6600000000000001,0.0,0.0
IPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5635,0.5514,0.5561,0.53,0.681999,0.151999,0.0,0.0
FLGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04,19.0,18.985,17.18,13.64,-3.539999999999999,0.0,0.0
PALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,2.1107,2.0,1.9313,1.71,-0.22130000000000005,0.0,0.0
SOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25,19.42,19.55,18.68,13.485,-5.195,0.0,0.0
MBBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4327,10.475,10.475,10.5,11.0,0.5,0.0,0.0
ERNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.34,1.325,1.29,1.22,-0.07000000000000006,0.0,0.0
UPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.795,7.4725,8.472,6.24,5.17,-1.0700000000000003,0.0,0.0
NVVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2758,0.2805,0.2798,0.2551,0.2201,-0.035,0.0,0.0
GANX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.06,2.0477,1.99,2.015,0.025000000000000133,0.0,0.0
STKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.9199,3.87,3.82,3.89,0.07000000000000028,0.0,0.0
AUUDW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156,0.0,0.0,0.015,0.027178,0.012178000000000001,0.0,0.0
AUUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,2.0417,2.06,1.86,1.55,-0.31000000000000005,0.0,0.0
